"id","period","stage","possession","run_type","minute","min_speed","max_speed","distance","player_appearance_id"
720680,"half_1","middle",2381,"hsr",40,"4.1","6.99","4.79712",41580
720681,"half_1","middle",2380,"hsr",41,"5.54","6.98","9.299852631578947",41580
720682,"half_1","top",2381,"sprint",41,"7.01","8.97","47.73689379310345",41580
720683,"half_1","top",2381,"hsr",42,"4.02","7.04","12.495673469387757",41580
720704,"half_2","top",2381,"sprint",33,"7.02","7.26","9.759748571428574",41580
720684,"half_1","bottom",2381,"sprint",42,"5.53","9.07","44.03407633587786",41580
720685,"half_1","middle",2380,"hsr",44,"5.51","5.82","12.551392857142858",41580
720686,"half_1","bottom",2381,"hsr",44,"5.52","6.57","16.30692537313433",41580
720687,"half_1","bottom",2381,"hsr",44,"5.54","6.9","14.285698245614038",41580
720688,"half_2","bottom",2380,"hsr",2,"4.08","6.4","12.205098039215686",41580
720689,"half_2","top",2381,"hsr",3,"5.54","6.99","9.070832432432432",41580
720690,"half_2","top",2381,"sprint",3,"7.02","7.57","15.65305925925926",41580
720692,"half_2","top",2381,"hsr",5,"4.04","6.77","21.150771428571428",41580
720693,"half_2","middle",2381,"hsr",6,"4.1","6","10.27448888888889",41580
720694,"half_2","middle",2380,"hsr",8,"5.52","5.71","6.770322580645163",41580
720695,"half_2","bottom",2380,"hsr",9,"4.02","6.61","19.969185185185182",41580
720696,"half_2","bottom",2380,"hsr",11,"4.07","6.75","34.54094117647059",41580
720697,"half_2","top",2381,"hsr",13,"5.51","6","10.034245454545456",41580
720698,"half_2","middle",2380,"hsr",16,"4.08","6.38","12.398492307692308",41580
720699,"half_2","middle",2380,"hsr",16,"5.51","5.61","7.358223529411764",41580
720700,"half_2","top",2381,"hsr",20,"5.51","6.31","15.93220298507463",41580
720701,"half_2","middle",2381,"hsr",26,"5.56","6.98","6.347307692307693",41580
720702,"half_2","middle",2381,"sprint",26,"7.01","7.71","21.83173513513514",41580
720703,"half_2","middle",2381,"hsr",33,"5.53","6.99","8.101236363636362",41580
720707,"half_2","bottom",2380,"sprint",39,"5.51","7.84","12.985218181818183",41580
720708,"half_2","middle",2380,"sprint",38,"5.56","7.46","9.64454117647059",41580
720709,"half_2","bottom",2381,"hsr",39,"4.04","5.85","6.88490322580645",41580
720710,"half_2","top",2381,"hsr",40,"5.51","6.06","10.786314893617021",41580
720711,"half_2","middle",2380,"hsr",43,"5.51","5.73","10.177826086956522",41580
720712,"half_2","middle",2380,"hsr",46,"5.53","6.99","12.915946153846155",41580
720713,"half_2","bottom",2380,"sprint",46,"7.02","8.82","27.197025882352943",41580
720714,"half_2","bottom",2380,"hsr",49,"4.08","6.15","14.446374193548387",41580
711502,"half_2","middle",2363,"hsr",7,"5.51","5.71","5.414016000000001",41163
711499,"half_2","bottom",2362,"sprint",3,"5.57","8.31","22.436394444444442",41163
711500,"half_2","bottom",2363,"sprint",1,"5.61","8.19","24.758995",41163
711501,"half_2","bottom",2363,"hsr",6,"5.51","6.3","11.312508333333335",41163
711503,"half_2","middle",2363,"hsr",10,"5.51","6.15","9.714657142857142",41163
711504,"half_2","bottom",2362,"hsr",13,"5.53","5.89","5.073773913043479",41163
711505,"half_2","bottom",2363,"hsr",11,"5.52","6.97","7.507354838709677",41163
711506,"half_2","bottom",2363,"sprint",11,"7.01","7.96","27.54949450549451",41163
711507,"half_2","bottom",2363,"hsr",11,"5.53","6.99","7.237239999999999",41163
711508,"half_2","middle",2363,"hsr",12,"5.51","6.73","31.40912698412699",41163
711509,"half_2","middle",2362,"hsr",15,"4.09","5.94","7.182312499999999",41163
711510,"half_2","top",2362,"hsr",15,"4.04","6.54","12.861464150943396",41163
711511,"half_2","top",2362,"hsr",17,"4.06","6.77","18.14326111111111",41163
711512,"half_2","top",2363,"hsr",18,"5.51","7.05","22.157325581395348",41163
711513,"half_2","middle",2362,"hsr",18,"4.09","6.05","6.800693333333333",41163
711514,"half_2","bottom",2363,"hsr",23,"5.57","7","5.83625",41163
711515,"half_2","top",2362,"sprint",24,"7.08","9.45","8.911928571428572",41163
711523,"half_2","bottom",2362,"hsr",30,"4.09","5.82","6.171428571428571",41163
711516,"half_2","bottom",2362,"sprint",22,"5.53","8.16","16.461407407407407",41163
711517,"half_2","bottom",2363,"sprint",23,"5.52","7.86","17.586386440677966",41163
711518,"half_2","middle",2362,"hsr",24,"4.05","5.66","9.89824",41163
711519,"half_2","bottom",2362,"hsr",25,"5.51","5.68","5.621153846153846",41163
711520,"half_2","middle",2363,"hsr",28,"5.51","6.25","14.82095238095238",41163
711521,"half_2","middle",2363,"hsr",29,"5.54","6.56","21.707686363636366",41163
711522,"half_2","bottom",2363,"hsr",30,"4.06","6.32","9.42747",41163
711524,"half_2","top",2362,"sprint",31,"5.57","8.22","26.042238095238094",41163
711525,"half_2","bottom",2363,"hsr",33,"5.55","7","5.763800000000001",41163
711526,"half_2","bottom",2363,"sprint",33,"7.04","8.19","17.433094736842108",41163
711527,"half_2","middle",2363,"hsr",34,"5.53","5.97","7.4422303030303025",41163
711528,"half_2","middle",2363,"hsr",35,"5.54","6.04","8.434897297297296",41163
711529,"half_2","top",2363,"hsr",35,"4.07","6.46","9.556170000000002",41163
711530,"half_2","bottom",2362,"hsr",35,"4.07","6.24","10.065153488372093",41163
711531,"half_2","middle",2363,"hsr",35,"5.51","5.8","12.077718518518518",41163
711532,"half_2","middle",2363,"hsr",37,"4.04","6.98","8.615794285714284",41163
711533,"half_2","bottom",2363,"sprint",37,"7.01","7.73","27.356578260869565",41163
711534,"half_2","top",2363,"hsr",43,"5.52","5.98","10.456434782608694",41163
711535,"half_2","bottom",2362,"hsr",46,"4.1","7.12","42.24834939759035",41163
711536,"half_2","middle",2362,"hsr",48,"5.54","6.39","12.658566037735852",41163
711537,"half_2","top",2362,"sprint",50,"7.01","7.19","7.410962962962962",41163
711538,"half_2","top",2362,"hsr",50,"5.58","6.98","6.627111111111111",41163
711539,"half_2","bottom",2362,"hsr",50,"4.12","6.48","10.319497674418608",41163
739331,"half_2","top",2413,"hsr",2,"5.53","6.99","5.308036363636364",42211
739341,"half_2","middle",2413,"sprint",13,"7.05","7.8","12.649618604651161",42211
739350,"half_2","top",2412,"hsr",23,"5.58","6.97","6.083328",42211
739351,"half_2","bottom",2412,"hsr",21,"5.52","5.91","7.384436363636365",42211
739352,"half_2","middle",2412,"sprint",23,"7.01","7.82","16.860912280701754",42211
739353,"half_2","bottom",2412,"sprint",25,"5.51","7.43","8.45176",42211
739354,"half_2","bottom",2413,"hsr",25,"4.04","6.59","11.4444085106383",42211
739355,"half_2","bottom",2412,"hsr",25,"4.05","7.07","20.230632911392405",42211
739356,"half_2","middle",2413,"hsr",28,"5.52","6.99","7.073765517241379",42211
739357,"half_2","middle",2413,"sprint",28,"7.01","7.35","18.41348923076923",42211
739315,"half_1","middle",2412,"hsr",38,"5.57","6.97","5.827049999999999",42211
739282,"half_1","bottom",2412,"hsr",3,"5.52","5.89","9.22458536585366",42211
739293,"half_1","top",2413,"sprint",12,"7.01","7.44","10.212222222222223",42211
739294,"half_1","top",2412,"hsr",12,"5.54","7","6.03264",42211
739283,"half_1","bottom",2412,"hsr",5,"4.08","5.96","6.033155555555556",42211
739314,"half_1","top",2413,"hsr",37,"4.14","6.13","6.390514285714285",42211
739278,"half_1","bottom",2413,"hsr",1,"4.03","6.45","30.86384881889764",42211
739279,"half_1","middle",2413,"hsr",1,"5.53","6.98","7.005406896551724",42211
739280,"half_1","middle",2413,"sprint",1,"7.02","8.37","34.71837837837838",42211
739281,"half_1","bottom",2412,"hsr",3,"4.08","6.81","37.190495104895106",42211
739284,"half_1","top",2412,"hsr",6,"4.07","5.7","5.858281481481481",42211
739285,"half_1","bottom",2412,"hsr",8,"4.14","7","4.559115789473684",42211
739286,"half_1","middle",2413,"hsr",7,"4.05","6.6","14.70476666666667",42211
739287,"half_1","bottom",2412,"sprint",8,"7.01","7.53","12.0622",42211
739288,"half_1","bottom",2412,"hsr",8,"5.52","6.96","5.3000181818181815",42211
739289,"half_1","top",2413,"hsr",12,"5.56","6.97","6.04416",42211
739290,"half_1","top",2413,"hsr",12,"4.02","6.9","14.38394385964912",42211
739291,"half_1","top",2413,"hsr",11,"4.08","6.63","13.494109090909092",42211
739292,"half_1","bottom",2413,"hsr",12,"5.51","5.69","4.722709090909093",42211
739295,"half_1","top",2413,"hsr",20,"4.03","7","37.82055510204082",42211
739296,"half_1","middle",2413,"hsr",17,"5.51","5.86","5.2785",42211
739297,"half_1","top",2413,"hsr",19,"5.51","5.93","27.124859999999998",42211
739298,"half_1","top",2412,"hsr",19,"5.52","5.86","26.81560677966102",42211
739299,"half_1","top",2413,"sprint",24,"7.01","7.62","15.89877818181818",42211
739300,"half_1","top",2412,"hsr",21,"4.01","6.38","11.173889361702127",42211
739308,"half_1","top",2413,"hsr",28,"4.05","6.24","9.829066666666668",42211
739301,"half_1","middle",2412,"hsr",21,"4.06","6.53","12.092807999999998",42211
739302,"half_1","middle",2412,"hsr",22,"5.52","7.12","20.603595",42211
739303,"half_1","middle",2413,"hsr",24,"4.11","6.96","5.532904347826086",42211
739304,"half_1","middle",2413,"sprint",24,"7.01","7.72","12.546474418604651",42211
739305,"half_1","middle",2413,"hsr",24,"5.58","7","18.42796216216216",42211
739306,"half_1","top",2413,"sprint",26,"5.54","8.6","34.17096226415095",42211
739307,"half_1","top",2412,"hsr",27,"4.11","6.58","9.69462",42211
739309,"half_1","top",2413,"hsr",30,"4.11","6.16","13.511358620689656",42211
739310,"half_1","middle",2413,"hsr",32,"5.51","6.96","6.747685714285715",42211
739311,"half_1","middle",2413,"sprint",32,"7.01","8.59","26.341956626506022",42211
739312,"half_1","middle",2413,"hsr",34,"5.56","7.04","18.431205555555554",42211
739313,"half_1","top",2413,"hsr",37,"4.08","7.17","13.190980392156865",42211
739323,"half_1","top",2412,"hsr",43,"5.52","6.96","9.228968421052633",42211
739316,"half_1","bottom",2412,"sprint",38,"7.02","8.14","40.729099236641225",42211
739317,"half_1","top",2413,"hsr",41,"5.56","7","5.3424000000000005",42211
739318,"half_1","middle",2412,"hsr",42,"4.08","5.85","8.714666666666666",42211
739319,"half_1","middle",2413,"hsr",41,"5.52","6.99","12.085420408163266",42211
739320,"half_1","top",2413,"sprint",41,"7.01","7.54","22.67709230769231",42211
739321,"half_1","middle",2413,"hsr",43,"5.53","6.98","7.229506666666665",42211
739330,"half_2","middle",2413,"sprint",2,"7.02","7.62","23.98508780487805",42211
739322,"half_1","top",2413,"sprint",43,"7.02","9.37","35.030765714285714",42211
739324,"half_1","middle",2412,"hsr",44,"5.52","6.19","12.392875471698114",42211
739325,"half_2","middle",2412,"sprint",2,"7.01","7.19","7.980965517241381",42211
739326,"half_2","top",2413,"hsr",1,"5.52","5.9","8.54154736842105",42211
739327,"half_2","bottom",2413,"hsr",2,"4.02","6.99","6.117888000000001",42211
739328,"half_2","middle",2413,"hsr",2,"5.53","6.99","13.154626415094338",42211
739329,"half_2","middle",2413,"hsr",2,"5.53","7","10.600409302325584",42211
739340,"half_2","middle",2413,"hsr",13,"5.52","6.99","8.400137142857144",42211
739332,"half_2","top",2413,"sprint",4,"5.54","8.05","15.389019607843139",42211
739333,"half_2","top",2413,"hsr",4,"5.52","5.79","6.831483870967743",42211
739334,"half_2","top",2412,"hsr",5,"5.52","5.97","19.469816470588235",42211
739335,"half_2","middle",2412,"hsr",8,"5.51","6.97","30.392796923076922",42211
739336,"half_2","middle",2412,"sprint",8,"7.01","7.76","15.277638461538459",42211
739337,"half_2","bottom",2413,"hsr",8,"5.51","5.58","5.33184",42211
739338,"half_2","top",2413,"hsr",9,"5.52","6.97","18.1831",42211
739339,"half_2","bottom",2412,"hsr",12,"5.51","5.83","7.549235294117648",42211
739342,"half_2","top",2413,"hsr",15,"4.07","7.15","19.476010666666667",42211
739343,"half_2","top",2413,"sprint",15,"7.03","7.15","5.686857142857145",42211
739344,"half_2","middle",2413,"hsr",17,"5.54","6.99","8.207682352941177",42211
739345,"half_2","top",2413,"sprint",17,"7.04","7.84","15.714596226415095",42211
739346,"half_2","middle",2413,"hsr",20,"4.04","6.49","14.744262295081969",42211
739347,"half_2","middle",2413,"hsr",20,"4.08","6.99","6.589362962962963",42211
739348,"half_2","middle",2413,"sprint",20,"7.03","7.53","18.56649375",42211
739349,"half_2","middle",2413,"hsr",20,"5.51","7","8.316",42211
739358,"half_2","middle",2412,"hsr",27,"5.51","6.11","33.542112676056334",42211
739359,"half_2","middle",2413,"hsr",28,"5.55","7","8.0146625",42211
739360,"half_2","bottom",2412,"hsr",29,"5.54","6.34","14.763180645161292",42211
739361,"half_2","middle",2412,"hsr",30,"5.52","6.24","24.91483428571429",42211
739362,"half_2","middle",2412,"hsr",31,"5.55","6.99","7.133241379310347",42211
739363,"half_2","bottom",2412,"sprint",31,"7.02","7.21","8.8547625",42211
739364,"half_2","bottom",2412,"hsr",31,"5.51","7","10.355038095238093",42211
739365,"half_2","bottom",2413,"hsr",31,"5.52","5.89","6.910838709677418",42211
739366,"half_2","middle",2412,"hsr",32,"5.51","5.79","11.162984000000002",42211
739367,"half_2","top",2412,"hsr",34,"4.05","6.82","11.464434782608693",42211
739368,"half_2","top",2413,"hsr",36,"5.51","5.64","7.60550857142857",42211
739369,"half_2","bottom",2412,"hsr",41,"5.52","5.73","7.4630470588235305",42211
739370,"half_2","top",2412,"hsr",42,"4.1","6.39","9.9794",42211
739371,"half_2","middle",2412,"hsr",43,"4.02","5.82","5.487744",42211
739372,"half_2","bottom",2412,"hsr",43,"5.52","6.02","12.12051320754717",42211
739373,"half_2","top",2412,"hsr",46,"4.07","6.43","9.035400000000001",42211
739374,"half_2","top",2412,"hsr",47,"5.52","5.73","4.521904761904762",42211
739375,"half_2","top",2412,"hsr",48,"4.09","7.06","12.798800000000002",42211
739376,"half_2","bottom",2412,"hsr",48,"5.52","5.97","10.928674999999998",42211
787203,"half_1","middle",2491,"hsr",24,"5.59","6.97","5.601391304347825",43985
787193,"half_1","middle",2490,"hsr",11,"5.52","5.73","4.979269565217392",43985
787186,"half_1","middle",2490,"hsr",1,"5.51","5.77","14.53252923076923",43985
787187,"half_1","top",2490,"hsr",2,"5.51","6.19","10.234390909090907",43985
787188,"half_1","middle",2491,"hsr",6,"5.53","6.81","36.517753424657535",43985
787189,"half_1","middle",2491,"hsr",6,"4.03","5.84","5.494656000000001",43985
787190,"half_1","middle",2491,"hsr",7,"5.53","6.99","5.536347826086956",43985
787191,"half_1","middle",2491,"sprint",7,"7.02","7.48","8.490426666666668",43985
787192,"half_1","middle",2490,"hsr",8,"5.51","6.03","27.606447457627112",43985
787194,"half_1","bottom",2490,"hsr",12,"4.08","5.85","5.510016",43985
787195,"half_1","middle",2490,"hsr",12,"5.51","6.09","7.772082352941176",43985
787196,"half_1","middle",2490,"hsr",14,"5.51","6.13","25.32888148148148",43985
787197,"half_1","middle",2491,"hsr",14,"4.08","5.97","10.917316666666668",43985
787198,"half_1","bottom",2490,"hsr",16,"4.09","5.98","7.912091428571427",43985
787199,"half_1","middle",2491,"hsr",24,"4.1","6.98","5.843916666666667",43985
787200,"half_1","middle",2491,"sprint",24,"7.01","7.3","9.212896969696969",43985
787201,"half_1","middle",2491,"hsr",21,"5.55","6.65","12.759023076923071",43985
787202,"half_1","bottom",2491,"hsr",23,"5.52","6.38","11.168017021276595",43985
787204,"half_1","middle",2491,"hsr",25,"4.1","6.37","27.53354035087719",43985
787205,"half_1","top",2491,"hsr",28,"5.53","5.76","4.765854545454546",43985
787206,"half_1","top",2490,"hsr",27,"4.01","6.83","14.041892857142855",43985
787207,"half_1","middle",2490,"sprint",34,"7.02","7.5","14.667058823529409",43985
787208,"half_1","middle",2490,"hsr",31,"4.09","5.99","6.055111111111111",43985
787209,"half_1","top",2490,"hsr",31,"5.52","5.92","8.55245263157895",43985
787210,"half_1","bottom",2490,"hsr",32,"5.52","5.79","8.430547368421054",43985
787211,"half_1","bottom",2491,"hsr",33,"5.51","5.65","10.975215999999998",43985
787212,"half_1","middle",2490,"hsr",33,"4.02","6.99","7.6180645161290315",43985
787213,"half_1","top",2491,"hsr",34,"5.54","7","6.335384615384616",43985
787214,"half_1","top",2490,"hsr",35,"4.06","6.93","14.93962033898305",43985
787215,"half_1","top",2490,"hsr",36,"5.52","6.41","12.177254901960783",43985
787216,"half_1","top",2491,"hsr",36,"5.51","6.28","12.979636363636368",43985
787217,"half_1","top",2490,"hsr",39,"4.01","6.98","11.67104347826087",43985
787218,"half_1","top",2491,"hsr",40,"4.01","6.79","14.476427586206894",43985
787219,"half_1","top",2490,"hsr",40,"4.01","6.81","11.192035555555558",43985
787220,"half_1","middle",2490,"hsr",45,"4.09","6.66","11.765666666666666",43985
787221,"half_1","middle",2491,"hsr",41,"5.51","6.69","20.09679012345679",43985
787222,"half_1","top",2490,"hsr",45,"5.53","5.99","8.394032432432432",43985
787223,"half_1","top",2491,"hsr",46,"4.09","6.44","10.772764444444446",43985
787224,"half_1","bottom",2491,"hsr",46,"5.52","6","12.835035714285716",43985
787225,"half_1","top",2491,"hsr",48,"5.51","6.7","31.813781538461534",43985
787226,"half_1","top",2490,"hsr",50,"4.02","6.39","10.699626666666664",43985
787227,"half_2","middle",2491,"hsr",1,"4.08","6.21","11.947450980392158",43985
787228,"half_2","bottom",2490,"hsr",4,"4.07","6.78","19.305974025974024",43985
787229,"half_2","middle",2491,"hsr",5,"4.07","6.16","10.94251914893617",43985
787230,"half_2","bottom",2491,"hsr",8,"5.52","5.71","4.513523809523809",43985
787231,"half_2","bottom",2490,"hsr",8,"4.07","6.02","8.422054054054053",43985
787232,"half_2","middle",2491,"hsr",9,"4.09","6.52","15.794806153846155",43985
787233,"half_2","top",2490,"hsr",10,"4.05","5.94","6.951870967741934",43985
787234,"half_2","top",2490,"hsr",11,"4.06","7.15","14.457928571428573",43985
787235,"half_2","top",2491,"hsr",13,"5.52","6.16","23.857425742574254",43985
787236,"half_2","top",2490,"hsr",17,"4.08","6.78","14.705654237288137",43985
787237,"half_2","top",2491,"hsr",18,"5.52","6","8.406875675675677",43985
787238,"half_2","middle",2490,"hsr",21,"4.07","6.99","9.29228108108108",43985
787239,"half_2","top",2490,"sprint",21,"7.01","7.07","9.022060606060606",43985
787240,"half_2","top",2490,"hsr",21,"5.52","7","16.245731250000002",43985
787241,"half_2","top",2491,"hsr",25,"5.52","5.8","5.0152347826086965",43985
787242,"half_2","top",2490,"hsr",29,"5.51","6.16","12.049730769230768",43985
718612,"half_2","top",2377,"hsr",5,"5.52","6.96","5.5206608695652175",41465
718620,"half_2","top",2376,"hsr",15,"5.51","5.79","7.519729411764706",41465
718621,"half_2","bottom",2377,"hsr",17,"5.52","5.66","6.060728571428572",41465
718575,"half_1","top",2376,"sprint",5,"7.01","7.45","14.018351020408163",41465
718576,"half_1","middle",2377,"hsr",1,"4.08","6.75","27.38605555555555",41465
718577,"half_1","middle",2376,"hsr",3,"5.56","7","6.034559999999999",41465
718578,"half_1","top",2376,"sprint",3,"7.01","7.98","17.127747368421055",41465
718579,"half_1","top",2377,"sprint",3,"5.52","8.02","15.038688000000002",41465
718580,"half_1","top",2376,"hsr",5,"4.1","6.96","4.559115789473683",41465
718581,"half_1","middle",2377,"hsr",10,"4.08","6.64","9.002724324324324",41465
718582,"half_1","top",2377,"hsr",7,"4.09","6.74","14.358496551724137",41465
718583,"half_1","bottom",2377,"hsr",9,"5.51","6.24","30.322440625000002",41465
718584,"half_1","middle",2377,"hsr",10,"5.52","5.91","14.095329032258066",41465
718585,"half_1","middle",2377,"hsr",12,"5.56","6.96","5.283600000000002",41465
718586,"half_1","bottom",2377,"sprint",12,"7.01","7.82","18.676368253968253",41465
718587,"half_1","bottom",2377,"hsr",12,"5.51","6.97","12.177647058823528",41465
718588,"half_1","top",2376,"hsr",13,"5.51","6","10.708800000000002",41465
718589,"half_1","top",2377,"sprint",14,"5.54","7.66","14.543592000000004",41465
718590,"half_1","middle",2377,"hsr",14,"5.53","6.97","23.258373626373626",41465
718591,"half_1","bottom",2376,"hsr",15,"5.51","5.71","5.188416666666667",41465
718592,"half_1","middle",2376,"hsr",16,"4.07","7.07","15.186169491525424",41465
718593,"half_1","bottom",2377,"hsr",18,"5.51","6.39","36.28125637583892",41465
718611,"half_1","top",2376,"hsr",46,"5.51","5.88","10.341391304347827",41465
718594,"half_1","top",2376,"hsr",19,"4.08","6.89","14.399663157894738",41465
718595,"half_1","middle",2376,"hsr",21,"4.11","6.99","4.86476",41465
718596,"half_1","middle",2376,"sprint",21,"7.01","7.21","7.996413793103448",41465
718597,"half_1","middle",2376,"hsr",21,"5.53","6.99","9.61419487179487",41465
718598,"half_1","middle",2377,"hsr",24,"5.53","5.93","8.80196923076923",41465
718599,"half_1","middle",2376,"hsr",25,"4.08","6","6.775173333333333",41465
718600,"half_1","top",2376,"hsr",28,"5.51","5.79","5.235183333333334",41465
718601,"half_1","top",2376,"hsr",30,"5.52","7","10.337857142857144",41465
718602,"half_1","top",2376,"sprint",30,"7.02","7.68","20.281739130434786",41465
718603,"half_1","top",2376,"hsr",30,"5.56","6.98","5.320636363636363",41465
718604,"half_1","top",2376,"hsr",34,"5.51","6.59","19.586074999999997",41465
718605,"half_1","middle",2376,"hsr",37,"4.03","5.87","5.744230769230769",41465
718606,"half_1","bottom",2377,"hsr",38,"5.51","5.74","13.35052",41465
718607,"half_1","bottom",2377,"hsr",38,"5.54","5.76","5.9056592592592585",41465
718608,"half_1","middle",2376,"hsr",39,"4.03","6.7","14.10453333333333",41465
718609,"half_1","middle",2377,"hsr",40,"5.51","5.78","25.59586548672566",41465
718610,"half_1","top",2376,"sprint",45,"5.54","8.26","34.803898181818184",41465
718613,"half_2","top",2377,"sprint",5,"7.01","7.82","14.769776",41465
718614,"half_2","middle",2377,"hsr",5,"5.51","6.4","29.46647540983606",41465
718615,"half_2","middle",2377,"hsr",8,"5.51","6.93","40.004770186335406",41465
718616,"half_2","top",2376,"hsr",11,"5.51","6.84","25.754702912621354",41465
718617,"half_2","middle",2377,"sprint",13,"5.59","8.71","26.515448780487805",41465
718618,"half_2","bottom",2376,"hsr",15,"3.41","7.57","5.458678260869566",41465
718619,"half_2","middle",2376,"hsr",15,"5.52","6.27","10.090158139534884",41465
718622,"half_2","middle",2377,"hsr",22,"5.51","6.81","18.319054054054053",41465
718623,"half_2","bottom",2377,"hsr",22,"5.53","5.72","5.8786962962962965",41465
718624,"half_2","bottom",2377,"hsr",22,"5.51","5.81","7.525941176470589",41465
718625,"half_2","middle",2376,"hsr",23,"4.03","6.02","12.15661886792453",41465
718626,"half_2","middle",2376,"hsr",24,"5.52","5.8","8.89707",41465
718627,"half_2","middle",2376,"hsr",26,"5.52","6.99","6.276923076923078",41465
718628,"half_2","middle",2376,"sprint",26,"7.02","7.83","19.67372727272727",41465
718629,"half_2","bottom",2377,"hsr",27,"4.46","9.13","23.91125490196079",41465
703983,"half_2","middle",2344,"hsr",6,"5.51","5.97","6.42648275862069",40776
681219,"half_1","middle",2298,"hsr",41,"5.52","6.02","7.012645161290325",39745
681240,"half_2","top",2299,"sprint",15,"7.02","7.53","9.709376470588234",39745
681238,"half_2","middle",2299,"hsr",15,"5.54","5.9","5.075304347826086",39745
681239,"half_2","top",2299,"hsr",15,"4.1","7","3.8175",39745
681218,"half_1","bottom",2299,"hsr",39,"5.55","6.99","7.387266666666669",39745
681202,"half_1","middle",2299,"hsr",8,"5.54","6.83","14.23382456140351",39745
681200,"half_1","middle",2298,"sprint",5,"5.57","7.49","9.66395294117647",39745
681201,"half_1","top",2299,"hsr",7,"4.02","7.29","14.074444444444445",39745
681203,"half_1","top",2299,"hsr",11,"5.51","6.45","13.649066666666663",39745
681204,"half_1","middle",2299,"hsr",16,"4.04","6.69","14.513369491525422",39745
681205,"half_1","middle",2299,"hsr",21,"4.12","6.33","13.047185454545456",39745
681224,"half_1","top",2299,"sprint",44,"7.02","7.71","14.048691666666667",39745
681206,"half_1","middle",2299,"hsr",23,"4.07","6.19","10.93312340425532",39745
681207,"half_1","middle",2298,"hsr",24,"4.03","6.36","10.435318181818182",39745
681208,"half_1","top",2299,"sprint",28,"5.6","8.48","16.54816603773585",39745
681217,"half_1","middle",2299,"hsr",39,"5.52","7","8.351329411764704",39745
681209,"half_1","middle",2298,"hsr",31,"5.52","6.15","13.501531034482758",39745
681210,"half_1","top",2299,"hsr",32,"4.05","6.88","11.26360888888889",39745
681211,"half_1","top",2299,"hsr",33,"5.51","6.03","10.051054545454544",39745
681225,"half_1","top",2299,"hsr",47,"4.09","6.99","6.095616",39745
681212,"half_1","middle",2298,"hsr",35,"5.53","6.65","20.270546341463415",39745
681213,"half_1","middle",2299,"sprint",39,"7.02","7.16","6.828672000000001",39745
681214,"half_1","middle",2298,"hsr",36,"5.51","5.99","12.09578867924528",39745
681215,"half_1","middle",2298,"hsr",38,"5.51","6.34","13.301750000000002",39745
681216,"half_1","middle",2299,"hsr",39,"5.51","5.76","7.71081142857143",39745
681220,"half_1","top",2299,"hsr",41,"4.04","6.83","28.219063063063064",39745
681221,"half_1","top",2299,"hsr",42,"5.51","5.66","7.403258823529411",39745
681222,"half_1","middle",2299,"hsr",42,"5.52","5.7","4.509714285714287",39745
681223,"half_1","top",2299,"hsr",44,"5.55","6.99","5.5527999999999995",39745
681226,"half_1","top",2299,"sprint",47,"7.02","7.44","16.653041379310345",39745
681227,"half_1","top",2299,"hsr",47,"5.53","6.99","8.078351515151514",39745
681228,"half_2","middle",2299,"hsr",1,"5.51","6.05","14.054557377049182",39745
681229,"half_2","middle",2298,"hsr",1,"5.54","6.97","6.309230769230769",39745
681230,"half_2","top",2298,"sprint",1,"7.01","7.44","18.69745230769231",39745
681231,"half_2","top",2298,"hsr",1,"5.58","7","7.168772413793104",39745
681232,"half_2","bottom",2298,"hsr",2,"4.05","6.27","7.945235294117649",39745
681233,"half_2","top",2298,"hsr",4,"4.07","7.28","15.75968666666667",39745
681234,"half_2","top",2298,"sprint",4,"7.04","7.28","6.043418181818182",39745
681235,"half_2","top",2298,"hsr",8,"5.51","6.38","18.462275324675325",39745
681236,"half_2","middle",2298,"hsr",10,"5.51","6.11","12.021484615384617",39745
681237,"half_2","top",2299,"hsr",11,"5.52","6.69","15.7437",39745
681241,"half_2","bottom",2298,"hsr",17,"4.06","7","16.605341538461538",39745
681242,"half_2","top",2298,"hsr",17,"5.51","6.22","22.663696842105264",39745
719807,"half_2","middle",2379,"hsr",12,"5.54","6.99","9.200432432432432",41518
719791,"half_1","middle",2378,"hsr",44,"5.52","5.91","11.070955102040816",41518
719763,"half_1","middle",2378,"hsr",1,"5.51","6.29","29.698569105691053",41518
719764,"half_1","middle",2379,"hsr",1,"5.53","6.34","21.602373626373623",41518
719765,"half_1","middle",2379,"hsr",2,"5.53","6.09","9.421268292682928",41518
719766,"half_1","bottom",2379,"hsr",3,"4.15","6.84","11.72784680851064",41518
719767,"half_1","middle",2379,"hsr",6,"5.51","6.01","27.364894117647058",41518
719768,"half_1","top",2378,"hsr",10,"4.08","6.23","9.574243902439026",41518
719769,"half_1","top",2378,"hsr",10,"4.03","6.37","13.132014545454542",41518
719770,"half_1","top",2379,"hsr",13,"4.05","7.18","16.546162499999998",41518
719771,"half_1","bottom",2379,"sprint",15,"5.56","8.41","22.187640000000002",41518
719772,"half_1","middle",2379,"hsr",16,"4.03","7","7.1127724137931025",41518
719773,"half_1","bottom",2379,"sprint",16,"7.02","7.59","18.644849999999998",41518
719774,"half_1","bottom",2379,"hsr",16,"5.54","6.97","5.56695652173913",41518
719775,"half_1","middle",2378,"hsr",19,"5.56","5.96","6.5153103448275855",41518
719776,"half_1","bottom",2379,"hsr",22,"5.51","5.58","4.88744347826087",41518
