position,minute_in,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,last15_received_passes,cumul_received_passes,last15_action_accuracy,cumul_action_accuracy,last15_average_angle,cumul_average_angle,last15_sprint_dist,cumul_sprint_dist,last15_sprint_ratio,last15_fatigue,scored_after
M,0,4,8,174.39,6.994,8.59,0,0,0,0,9,42,637.22,6.553,8.79,0,0,0,0,2.0,8.0,0.5,0.6,-57.975336241462315,-12.122862012705689,90.43905643401375,179.56161290680924,0.5156454554650423,0.2732443358089687,0
M,0,1,11,192.07,6.46,7.92,0,0,0,0,8,37,718.3,6.728,9.95,1,0,1,1,4.0,10.0,0.6,0.6956521739130435,-22.330562907853277,-13.094489882395445,31.21692307692308,200.923674319098,0.16168707244482872,0.2670234950646462,0
G,0,0,1,10.0,9.43,9.43,0,0,0,0,0,3,28.14,8.137,9.43,0,0,0,0,0.0,0.0,1.0,0.5,19.401319733002783,19.401319733002783,0.0,0.0,0.0,0.34317089910775567,0
M,0,3,8,126.72,6.795,8.2,0,0,0,0,12,38,641.29,6.821,9.28,2,0,2,2,6.0,9.0,1.0,0.7272727272727273,9.659831372116507,29.56117234787947,40.55600715789474,195.92824692320963,0.3175384212174659,0.1972940572015756,0
M,0,1,8,90.96,6.55,7.58,0,0,0,0,7,31,517.66,6.798,9.58,0,0,0,0,2.0,12.0,0.6666666666666666,0.52,20.81824944641595,25.028213038356213,10.92824210526316,138.10499837692458,0.11883690849568466,0.17537500482011337,0
A,1,3,6,89.24,6.87,7.56,1,1,1,1,3,6,89.24,6.87,7.56,1,1,1,1,0.0,0.0,0.4,0.4,23.507390731958044,23.507390731958044,24.08174825174825,24.08174825174825,0.266863344988345,0.9889184397163121,0
G,0,1,2,33.13,7.22,7.33,0,0,0,0,1,2,33.13,7.22,7.33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.362174193548388,17.362174193548388,0.5087071255068382,0.9707002636976267,0
D,0,0,7,121.93,6.46,6.73,0,0,0,0,0,7,121.93,6.46,6.73,0,0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,-0.04186351225690288,-0.04186351225690288,0.0,0.0,0.0,0.9918652891889693,0
D,0,2,5,81.92,7.02,7.82,0,0,0,0,2,5,81.92,7.02,7.82,0,0,0,0,0.0,0.0,0.3333333333333333,0.3333333333333333,34.649116354595755,34.649116354595755,23.07064068466096,23.07064068466096,0.27822769759600774,0.9879401833092137,0
M,0,3,9,172.37,6.781,8.26,0,0,0,0,3,9,172.37,6.781,8.26,0,0,0,0,0.0,0.0,0.8,0.8,46.67483916399413,46.67483916399413,39.63900028520499,39.63900028520499,0.22863817433930317,0.9942319893868605,0
A,0,0,9,152.92,6.311,7.03,0,0,0,0,0,9,152.92,6.311,7.03,0,0,0,0,1.0,1.0,1.0,1.0,57.27516518723976,57.27516518723976,0.0,0.0,0.0,0.9935031185031185,0
M,0,0,10,116.46,6.281,7.12,0,0,0,0,0,10,116.46,6.281,7.12,0,0,0,0,0.0,0.0,0.8333333333333334,0.8333333333333334,-23.05651762943035,-23.05651762943035,0.0,0.0,0.0,0.9914864634769284,0
M,0,2,14,238.12,6.659,7.73,0,0,0,0,2,14,238.12,6.659,7.73,0,0,0,0,0.0,0.0,1.0,1.0,-44.220045569901266,-44.220045569901266,45.67533533133533,45.67533533133533,0.19101428291792963,0.9958179993308799,1
M,0,2,11,163.66,6.654,8.11,0,0,0,0,2,11,163.66,6.654,8.11,0,0,0,0,1.0,1.0,0.25,0.25,0.0,0.0,40.60690509059535,40.60690509059535,0.24661062243772228,0.9939268796307543,0
M,0,2,7,122.97,6.613,9.09,0,0,0,0,2,7,122.97,6.613,9.09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,41.12079946790821,41.12079946790821,0.3316996004509818,0.9919335323062031,1
D,0,3,8,133.5,6.933,8.0,0,0,0,0,3,8,133.5,6.933,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.54578885077187,42.54578885077187,0.3163255676637314,0.9925650557620818,0
D,0,2,14,236.11,6.732,8.31,0,0,0,0,2,14,236.11,6.732,8.31,0,0,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,-38.69393690369394,-38.69393690369394,61.37946300471407,61.37946300471407,0.2588649276905827,0.9957825481843869,0
D,0,1,10,148.1,6.365,7.46,0,0,0,0,1,10,148.1,6.365,7.46,0,0,0,0,3.0,3.0,1.0,1.0,33.69934291148699,33.69934291148699,7.896342857142858,7.896342857142858,0.052960045990227085,0.9932930918846412,0
D,0,0,7,110.33,6.309,7.07,0,0,0,0,0,7,110.33,6.309,7.07,0,0,0,0,3.0,3.0,0.6666666666666666,0.6666666666666666,-14.39448435966979,-14.39448435966979,0.0,0.0,0.0,0.991017695140573,0
D,0,0,6,70.92,6.525,7.06,0,0,0,0,0,6,70.92,6.525,7.06,0,0,0,0,1.0,1.0,0.7,0.7,-0.1986334786729478,-0.1986334786729478,0.0,0.0,0.0,0.9860956618464961,0
M,0,3,6,121.1,6.952,8.48,0,0,0,0,3,6,121.1,6.952,8.48,0,0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,15.660627580279655,15.660627580279655,71.29202559042807,71.29202559042807,0.5838822734678794,0.9918099918099919,0
M,0,3,10,182.54,6.882,8.15,0,0,0,0,3,10,182.54,6.882,8.15,0,0,0,0,2.0,2.0,0.8,0.8,-11.808854712363413,-11.808854712363413,57.184542991922974,57.184542991922974,0.3115644709160018,0.99455159638226,0
A,0,2,9,133.99,6.788,7.86,0,0,0,0,2,9,133.99,6.788,7.86,0,0,0,0,0.0,0.0,0.2857142857142857,0.2857142857142857,10.522293694130553,10.522293694130553,25.200990455049944,25.200990455049944,0.18668783209904394,0.9925920438551004,0
A,0,2,14,206.55,6.616,7.83,0,0,0,0,2,14,206.55,6.616,7.83,0,0,0,0,1.0,1.0,0.75,0.75,-14.992242221731116,-14.992242221731116,37.36267619280646,37.36267619280646,0.18001771232380853,0.9951818838834016,0
M,0,2,9,119.37,6.585,7.42,0,0,0,0,2,9,119.37,6.585,7.42,0,0,0,0,3.0,3.0,0.42857142857142855,0.42857142857142855,-19.75858150376911,-19.75858150376911,33.64769003253475,33.64769003253475,0.27953551576418334,0.9916922821300989,0
A,0,2,6,112.31,6.904,7.87,1,0,1,1,2,6,112.31,6.904,7.87,1,0,1,1,2.0,2.0,0.75,0.75,-10.849451978610954,-10.849451978610954,17.803748181818182,17.803748181818182,0.15712424483115509,0.991174653605154,0
D,0,4,9,169.77,6.704,8.12,0,0,0,0,4,9,169.77,6.704,8.12,0,0,0,0,4.0,4.0,0.75,0.75,20.492664781878442,20.492664781878442,66.8224916266152,66.8224916266152,0.39130111627695263,0.9941441705217544,0
G,0,0,1,5.05,5.86,5.86,0,0,0,0,0,1,5.05,5.86,5.86,0,0,0,0,0.0,0.0,1.0,1.0,-45.30463320991798,-45.30463320991798,0.0,0.0,0.0,0.8347107438016529,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,33.13,7.22,7.33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.362174193548388,0.0,0.0,0
D,0,0,4,33.39,6.105,6.8,0,0,0,0,0,11,155.32,6.331,6.8,0,0,0,0,0.0,0.0,1.0,0.75,29.810056382492,9.908776452659398,0.0,0.0,0.0,0.21360030706243605,0
D,0,0,2,32.75,6.445,6.5,0,0,0,0,2,7,114.67,6.892,7.82,0,0,0,0,0.0,0.0,1.0,0.6666666666666666,1.6724755755098002,9.916635770281289,0.0,23.07064068466096,0.0,0.2831330509207227,0
M,0,1,10,177.58,6.513,7.37,0,0,0,0,4,19,349.95,6.653,8.26,0,0,0,0,0.0,0.0,0.625,0.6923076923076923,-24.454242363975926,7.158682759566322,13.607283333333331,53.24628361853833,0.07619712920446484,0.5059980054138766,0
A,0,3,7,142.16,6.936,8.28,0,0,0,0,3,16,295.08,6.64,8.28,0,0,0,0,0.0,0.0,0.75,0.8,-15.959003846432289,2.3495384119857228,45.18166343980608,45.18166343980608,0.31560256663737135,0.48014050256687385,0
M,0,4,12,150.92,6.659,7.95,0,0,0,0,4,22,267.38,6.513,7.95,0,0,0,0,0.0,0.0,0.42857142857142855,0.6153846153846154,-38.912822359418755,-29.002631903176002,42.60803855045692,42.60803855045692,0.28046365554539837,0.5623369848721961,0
M,0,4,11,197.75,6.793,8.91,1,1,1,1,6,25,435.87,6.724,8.91,1,1,1,1,1.0,1.0,0.3333333333333333,0.6,84.419215549278,-1.34029186350818,57.470448271363345,103.14578360269869,0.289159488157803,0.4526518186188111,0
M,0,1,3,32.11,6.53,7.46,0,0,0,0,3,14,195.76,6.625,8.11,0,0,0,0,0.0,0.0,1.0,0.4,1.6025677117353505,1.6025677117353505,10.221944444444446,50.828849535039794,0.3087268029128495,0.16319373856474895,0
M,0,7,10,191.44,7.259,9.04,1,1,0,1,9,17,314.4,7.035,9.09,1,1,0,1,1.0,1.0,0.6666666666666666,0.6666666666666666,26.033977529473738,26.033977529473738,94.1085549321092,135.22935440001743,0.4890280343593286,0.6069752694990489,0
D,0,1,4,56.25,6.674,7.89,0,0,0,0,4,12,189.75,6.852,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.11223125,61.65802010077187,0.3338381004366812,0.2948885976408912,0
D,0,2,5,86.23,7.141,8.19,0,0,0,0,4,19,322.34,6.857,8.31,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,-38.69393690369394,34.025307272727275,95.40477027744134,0.3900642814711369,0.2666852229850931,0
D,0,5,9,185.58,7.069,8.27,0,0,0,0,6,19,333.68,6.759,8.27,0,0,0,0,0.0,0.0,0.6666666666666666,0.75,10.045823870844043,17.930330217725025,91.84548353848096,99.74182639562382,0.49225792442105776,0.554499820724274,0
D,0,2,6,127.96,7.059,8.36,0,0,0,0,2,13,238.29,6.709,8.36,0,0,0,0,2.0,5.0,1.0,0.8571428571428571,32.95931417705329,14.017794762364057,37.47204326812428,37.47204326812428,0.29057105511882975,0.5347486313677964,0
D,0,1,9,162.36,6.608,7.16,0,0,0,0,1,15,233.28,6.577,7.16,0,0,0,0,3.0,4.0,0.75,0.7142857142857143,23.88779714304108,5.153906659485725,9.09769696969697,9.09769696969697,0.05569109310539282,0.6930169028512891,0
M,0,3,8,162.66,6.964,8.21,0,0,0,0,6,14,283.76,6.958,8.48,0,0,0,0,1.0,1.0,0.875,0.7857142857142857,23.412190015146734,20.311565041199902,69.09381374346839,140.38583933389646,0.4221789914668727,0.5712178676780447,0
M,0,0,9,180.66,6.291,7.0,0,0,0,0,3,19,363.2,6.64,8.15,0,0,0,0,0.0,0.0,0.5,0.6363636363636364,1.195041130471277,-6.235756494005689,0.0,57.184542991922974,0.0,0.49604612850082375,0
A,0,1,5,79.7,6.63,7.51,0,0,0,0,3,14,213.69,6.732,7.86,0,0,0,0,0.0,0.0,0.6666666666666666,0.4,77.31795916051999,43.92012642732527,9.971131428571429,35.17212188362137,0.12355801026730394,0.3712329405188877,0
A,0,2,5,83.49,7.056,8.28,2,1,2,2,4,19,290.04,6.75,8.28,2,1,2,2,2.0,3.0,1.0,0.8,64.10827279924288,4.782886533512384,31.107535407407404,68.47021160021387,0.36818008530485746,0.2868677844969763,0
M,0,2,6,109.15,6.923,7.99,0,0,0,0,4,15,228.52,6.727,7.99,0,0,0,0,4.0,7.0,0.6666666666666666,0.5,5.28902391572869,-9.73953933596999,26.917048951048947,60.564738983583695,0.24436721698637265,0.4755576856047403,0
A,0,1,4,85.68,6.834,8.86,0,0,0,0,3,10,197.99,6.877,8.86,1,0,1,1,5.0,7.0,0.5,0.5714285714285714,-25.3013964545401,-21.17226946141749,20.34033015873016,38.14407834054835,0.2346600156752441,0.4305744007236545,0
D,0,4,13,229.91,6.764,8.92,0,0,0,0,8,22,399.68,6.738,8.92,0,0,0,0,5.0,9.0,0.6,0.6923076923076923,-27.683695167589008,4.433878132055958,77.69273843749224,144.51523006410744,0.3364632906218537,0.5737995407806729,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,5.05,5.86,5.86,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-45.30463320991798,0.0,0.0,0.0,0.0,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,33.13,7.22,7.33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.362174193548388,0.0,0.0,0
D,0,0,3,34.85,6.397,6.9,0,0,0,0,0,14,190.18,6.345,6.9,0,0,0,0,1.0,1.0,0.0,0.6,0.0,9.908776452659398,0.0,0.0,0.0,0.18228894235798723,0
D,0,0,0,0.0,0.0,0.0,0,0,0,0,2,7,114.67,6.892,7.82,0,0,0,0,0.0,0.0,0.5,0.6,-20.1217038679198,-0.09614410911907356,41.451914893617015,64.52255557827797,41.451914893617015,0.0,0
M,0,0,8,109.67,6.411,7.18,0,0,0,0,4,27,459.61,6.59,8.26,0,0,0,0,3.0,3.0,0.8571428571428571,0.75,-7.021561864872289,1.4865849097908774,0.0,53.24628361853833,0.0,0.23809730574672716,0
A,0,1,12,177.89,6.434,7.48,0,0,0,0,4,28,472.97,6.556,8.28,0,0,0,0,3.0,4.0,0.5,0.6153846153846154,-13.276634833570975,-5.463548210792626,9.06905,54.25071343980608,0.05069623791156577,0.375319113024031,0
M,0,0,8,88.47,6.269,6.8,0,0,0,0,4,30,355.85,6.456,7.95,0,0,0,0,1.0,1.0,0.6153846153846154,0.6153846153846154,-20.753235721121264,-24.877933812148633,0.0,42.60803855045692,0.0,0.24791929382093314,0
M,0,1,9,132.89,6.524,8.64,1,0,1,1,7,34,568.76,6.675,8.91,2,1,2,2,6.0,7.0,0.7777777777777778,0.7142857142857143,16.553259784918303,11.185194290390358,23.617275675675675,126.76305927837436,0.17639312626540948,0.23323855658522885,0
M,0,1,6,78.76,6.406,7.34,1,0,1,1,4,20,274.53,6.561,8.11,1,0,1,1,0.0,0.0,0.3333333333333333,0.375,86.2514968230445,43.927032267389926,6.071290909090909,56.9001404441307,0.0761194948481809,0.28584909084310245,0
M,0,4,11,223.47,7.076,8.76,0,0,0,0,13,28,537.87,7.05,9.09,1,1,0,1,1.0,2.0,0.375,0.5,-12.019294755257604,9.725432264588877,103.22485129908767,238.4542056991051,0.45986034347167853,0.41470113385417634,0
D,0,0,6,71.32,6.282,6.88,0,0,0,0,4,18,261.08,6.696,8.0,0,0,0,0,0.0,0.0,0.5,0.3333333333333333,34.6765528869464,34.6765528869464,0.0,61.65802010077187,0.0,0.2721306471306471,0
D,0,0,7,87.08,6.266,7.06,0,0,0,0,4,26,409.42,6.719,8.31,0,0,0,0,2.0,3.0,0.5714285714285714,0.6,-52.85904936140596,-47.19300437832115,0.0,95.40477027744134,0.0,0.21217289605769699,0
D,0,2,10,164.7,6.585,8.26,0,0,0,0,8,29,498.38,6.702,8.27,0,0,0,0,1.0,4.0,1.0,0.9090909090909091,31.993889985814167,27.306036729784452,36.47228967032967,136.21411606595348,0.2201103782156287,0.32980896311426167,0
D,0,0,4,59.56,6.045,6.55,0,0,0,0,2,17,297.85,6.569,8.36,0,0,0,0,2.0,7.0,1.0,0.9090909090909091,25.294037087872855,19.029458018145746,0.0,37.47204326812428,0.0,0.19929730634097373,0
D,0,0,3,41.74,6.46,6.51,0,0,0,0,1,18,275.02,6.558,7.16,0,0,0,0,3.0,7.0,1.0,0.7777777777777778,-40.191993412662626,-8.798677978098384,0.0,9.09769696969697,0.0,0.15122092601985365,0
M,0,0,5,73.34,6.106,6.7,0,0,0,0,6,19,357.1,6.788,8.48,0,0,0,0,1.0,2.0,0.375,0.6363636363636364,72.60802633524555,32.37997918597967,24.900064367816093,165.28590370171256,0.33494840419445915,0.2048031276179838,0
M,0,0,8,79.92,6.055,6.74,0,0,0,0,3,27,443.12,6.484,8.15,0,0,0,0,0.0,0.0,0.0,0.5384615384615384,0.0,-6.235756494005689,27.614193650793652,84.79873664271662,0.3412530110083249,0.17995136449608215,0
A,0,0,8,105.37,6.266,7.01,0,0,0,0,3,22,319.05,6.583,7.86,0,0,0,0,1.0,1.0,0.375,0.3888888888888889,23.21224367437352,35.04531953320309,79.59258361067504,114.76470549429641,0.7482615738523553,0.3292298078425246,0
A,0,4,9,139.52,6.769,7.7,0,0,0,0,8,28,429.56,6.757,8.28,2,1,2,2,1.0,4.0,0.3333333333333333,0.625,79.9509083358335,19.816490893976606,66.1523726099826,134.62258421019646,0.4707683789494919,0.3240431066518023,0
M,0,0,3,37.98,6.23,6.82,0,0,0,0,4,18,266.5,6.659,7.99,0,0,0,0,2.0,9.0,0.8333333333333334,0.625,-16.85663087498409,-13.298085105477043,0.0,60.564738983583695,0.0,0.14198130841121495,0
A,0,1,7,89.5,6.545,8.56,0,0,0,0,4,17,287.49,6.75,8.86,1,0,1,1,7.0,14.0,0.3,0.4583333333333333,-24.200777441312724,-22.080821855386056,19.818349206349204,57.962427546897544,0.2189872840480575,0.31023605670907134,0
D,0,2,8,114.85,6.721,8.67,0,0,0,0,10,30,514.53,6.734,8.92,0,0,0,0,4.0,13.0,0.75,0.7058823529411765,-30.211936366660296,-4.227575492623106,34.48852300531915,179.00375306942658,0.29769981014518043,0.22278043954765,0
G,0,0,1,6.11,5.74,5.74,0,0,0,0,0,2,11.16,5.8,5.86,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-45.30463320991798,0.0,0.0,0.0,0.502467105263158,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,33.13,7.22,7.33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.362174193548388,0.0,0.0,0
D,0,1,2,36.47,7.073,8.08,0,0,0,0,1,16,226.64,6.474,8.08,0,0,0,0,0.0,0.0,0.5,0.5714285714285714,-71.38026583300741,-10.413484118757305,15.106504,15.106504,0.40316263677608755,0.1602091020910209,0
D,0,2,8,174.89,6.821,7.79,0,0,0,0,4,15,289.55,6.855,7.82,0,0,0,0,3.0,3.0,0.5,0.5714285714285714,-12.49222424670512,-3.1951641435155853,11.120553846153843,75.64310942443181,0.06322448033517451,0.6019273791085871,0
M,0,2,8,111.11,6.746,8.24,0,0,0,0,6,35,570.73,6.628,8.26,0,0,0,0,0.0,0.0,0.0,0.75,0.0,1.4865849097908774,20.076142483660128,73.32242610219845,0.17907539455588375,0.19433998565756563,0
A,0,0,6,97.3,6.302,7.02,1,0,1,1,4,34,570.26,6.516,8.28,1,0,1,1,3.0,7.0,0.0,0.5333333333333333,0.0,-5.463548210792626,0.0,54.25071343980608,0.0,0.17032524594755452,0
M,0,0,10,130.78,6.193,7.06,0,0,0,0,4,40,486.63,6.396,7.95,0,0,0,0,3.0,4.0,0.6666666666666666,0.625,11.874410015132526,-17.527465046692402,0.0,42.60803855045692,0.0,0.26819514796054383,0
M,0,1,11,113.09,6.374,7.19,0,0,0,0,8,45,681.86,6.607,8.91,2,1,2,2,1.0,8.0,0.0,0.6666666666666666,0.0,11.185194290390358,7.698857142857142,134.4619164212315,0.06748056045978738,0.16561227777289636,0
M,0,0,7,105.2,6.11,7.04,0,0,0,0,4,27,379.73,6.459,8.11,1,0,1,1,1.0,2.0,0.0,0.375,0.0,43.927032267389926,0.0,56.9001404441307,0.0,0.27631129671946,0
M,0,4,11,195.57,6.977,8.51,0,0,0,0,17,39,733.44,7.031,9.09,1,1,0,1,1.0,3.0,1.0,0.5333333333333333,-70.68668362944247,-0.32608222216504146,42.20511727891156,280.65932297801663,0.21470782560366058,0.26628451609389464,0
D,0,2,6,119.51,7.234,9.13,0,0,0,0,6,24,380.58,6.84,9.13,0,0,0,0,1.0,1.0,0.5,0.4,72.77725533163425,53.72690410929033,49.76176288032454,111.4197829810964,0.4129264200508218,0.3131977566958436,0
D,0,0,3,44.01,6.673,7.06,0,0,0,0,4,29,453.42,6.715,8.31,0,0,0,0,0.0,0.0,0.0,0.5454545454545454,0.0,-47.19300437832115,0.0,95.40477027744134,0.0,0.09684873024954886,0
D,0,2,6,77.22,6.795,7.91,0,0,0,0,10,35,575.6,6.719,8.27,0,0,0,0,0.0,0.0,1.0,0.9166666666666666,-43.89904300943064,20.185528755862943,14.599836734693875,150.81395280064737,0.1866509426578097,0.13392299687825182,0
D,0,0,3,33.96,6.06,6.11,1,1,1,1,2,20,331.81,6.5,8.36,1,1,1,1,2.0,9.0,0.5,0.8461538461538461,36.82025406416357,20.80853762274753,0.0,37.47204326812428,0.0,0.10204020311889667,0
D,0,0,3,22.36,5.893,5.96,0,0,0,0,1,21,297.38,6.468,7.16,0,0,0,0,4.0,11.0,1.0,0.8,8.22563906394987,-6.528769039158616,0.0,9.09769696969697,0.0,0.07493799852537034,0
M,0,1,7,142.52,6.71,7.63,0,0,0,0,7,26,499.62,6.769,8.48,0,0,0,0,2.0,4.0,0.5,0.625,0.0,32.37997918597967,0.0,165.28590370171256,0.0,0.284686988134713,0
A,0,3,9,196.77,7.009,9.09,1,0,1,1,6,31,515.83,6.721,9.09,1,0,1,1,3.0,4.0,0.5,0.4230769230769231,29.569276825717722,33.054031275935685,21.130593750000003,135.8952992442964,0.1068442824998736,0.38072480312675344,0
A,0,4,10,166.3,7.083,7.8,0,0,0,0,12,38,595.86,6.848,8.28,2,1,2,2,2.0,6.0,0.3333333333333333,0.5454545454545454,0.0,19.816490893976606,37.62981983122363,172.2524040414201,0.22492420700073895,0.2786248031364139,0
M,0,1,9,130.89,6.552,7.48,1,0,1,1,5,27,397.39,6.626,7.99,1,0,1,1,6.0,15.0,0.5,0.5909090909090909,6.003432961904423,-10.08116542758013,11.703024390243902,72.26776337382759,0.08873322003369401,0.32854740329827553,0
A,0,2,7,125.32,7.067,9.2,1,0,1,1,6,24,412.8,6.845,9.2,2,0,2,2,5.0,19.0,0.8333333333333334,0.5333333333333333,-17.608283110714456,-20.58997560716219,52.97216151914626,110.93458906604381,0.4193489670610059,0.302851619139681,0
D,0,0,7,89.05,6.449,7.13,1,1,1,1,10,37,603.58,6.691,8.92,1,1,1,1,4.0,17.0,1.0,0.7222222222222222,-35.02241202048938,-6.5964090716897426,0.0,179.00375306942658,0.0,0.1472923351748321,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,11.16,5.8,5.86,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-45.30463320991798,0.0,0.0,0.0,0.0,0
M,1,1,7,109.96,6.506,7.79,2,1,2,2,1,7,109.96,6.506,7.79,2,1,2,2,4.0,4.0,1.0,1.0,-21.666472173116734,-21.666472173116734,13.852851063829789,13.852851063829789,0.12484544938563256,0.9909877433309301,0
G,0,0,1,9.46,7.9,7.9,0,0,0,0,1,3,42.59,7.39,7.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.362174193548388,0.0,0.2170222528102776,0
D,0,1,6,93.9,6.683,8.69,0,0,0,0,2,22,320.55,6.535,8.69,0,0,0,0,0.0,0.0,0.5,0.5555555555555556,-88.66257793271188,-26.063302881548218,18.15303859649123,33.25954259649123,0.1912859704582848,0.2920230135282227,0
D,0,1,4,68.21,6.628,8.54,0,0,0,0,5,19,357.76,6.808,8.54,0,0,0,0,2.0,5.0,1.0,0.6,-70.98915758443009,-10.727830081394975,20.2584375,95.90154692443181,0.2927096879063719,0.1901271044709555,0
M,0,1,7,60.14,6.338,7.16,1,1,1,1,7,42,630.87,6.581,8.26,1,1,1,1,1.0,4.0,0.25,0.6666666666666666,-61.85213413796474,-2.4720850306938487,7.397481481481481,80.71990758367994,0.1209925005149081,0.09517780556127052,0
M,1,1,1,53.2,7.37,7.75,0,0,0,0,1,1,53.2,7.37,7.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.986731707317071,11.986731707317071,0.2211574115741157,0.981549815498155,0
D,1,0,1,4.76,5.76,5.76,0,0,0,0,0,1,4.76,5.76,5.76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8263888888888888,0
M,0,0,3,21.32,6.013,6.59,0,0,0,0,4,30,401.05,6.42,8.11,1,0,1,1,0.0,0.0,1.0,0.4444444444444444,7.305747427542752,31.719937320774203,0.0,56.9001404441307,0.0,0.053028230319611985,0
M,0,1,5,53.98,6.755,7.54,0,0,0,0,18,44,787.42,7.004,9.09,1,1,0,1,1.0,4.0,0.0,0.5,0.0,-0.32608222216504146,13.54396595744681,294.20328893546343,0.2463435059557441,0.0684660460160828,0
D,0,3,5,78.23,7.21,7.81,0,0,0,0,9,29,458.82,6.918,9.13,0,0,0,0,0.0,0.0,0.5,0.42857142857142855,-55.92498701309631,17.17627373516145,25.857099287749286,137.2768822688457,0.3263549070774869,0.170131790700709,0
D,0,2,8,118.66,6.883,8.99,0,0,0,0,6,37,572.08,6.754,8.99,0,0,0,0,0.0,0.0,0.0,0.5454545454545454,0.0,-47.19300437832115,48.20378801843319,143.60855829587453,0.40283961238871124,0.20705660640748236,0
D,0,2,5,59.44,6.803,8.2,0,0,0,0,12,40,635.04,6.73,8.27,0,0,0,0,2.0,6.0,0.0,0.9166666666666666,0.0,20.185528755862943,16.957697471264368,167.77165027191174,0.28057077219166726,0.09345324193446954,0
D,0,0,5,63.03,6.054,6.29,0,0,0,0,2,25,394.84,6.417,8.36,1,1,1,1,1.0,10.0,1.0,0.8571428571428571,11.70525972715228,19.98096690496614,0.0,37.47204326812428,0.0,0.1592310024252223,0
D,0,1,3,71.64,7.41,8.25,0,0,0,0,2,24,369.03,6.613,8.25,0,0,0,0,2.0,13.0,1.0,0.84,-33.07245553653627,-12.116913564922333,8.062455172413795,17.160152142110768,0.110991948959441,0.19360592384401265,0
M,0,0,4,56.6,6.428,6.9,0,0,0,0,7,30,556.22,6.732,8.48,0,0,0,0,1.0,5.0,0.0,0.5769230769230769,0.0,32.37997918597967,0.0,165.28590370171256,0.0,0.1015756792649223,0
A,0,3,7,135.26,6.822,8.18,0,0,0,0,15,45,731.12,6.844,8.28,2,1,2,2,0.0,0.0,0.0,0.5454545454545454,0.0,19.816490893976606,45.990286759431044,218.24269080085114,0.3375186170514535,0.18475113369392995,0
M,0,0,3,52.4,6.197,6.79,1,0,1,1,5,30,449.8,6.589,7.99,2,0,2,2,4.0,19.0,0.8,0.6296296296296297,-8.394619277428403,-9.659528890042198,0.0,72.26776337382759,0.0,0.11623779946761313,0
A,0,1,3,51.65,7.108,9.39,1,0,0,1,7,27,464.46,6.876,9.39,3,0,2,3,3.0,22.0,0.5,0.5294117647058824,45.44741509384568,-12.820870818808324,22.263090909090906,133.19767997513472,0.4228507295173961,0.11096549649808791,0
G,0,0,1,9.02,5.93,5.93,0,0,0,0,0,3,20.18,5.843,5.93,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-45.30463320991798,0.0,0.0,0.0,0.4258734655335222,0
M,1,0,9,107.0,6.033,6.51,0,0,0,0,0,9,107.0,6.033,6.51,0,0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,19.649770890604533,19.649770890604533,0.0,0.0,0.0,0.9907407407407407,0
M,1,1,7,84.3,6.41,7.35,0,0,0,0,2,14,194.26,6.458,7.79,2,1,2,2,1.0,5.0,0.0,0.6666666666666666,0.0,-21.666472173116734,9.834742857142858,23.687593920972645,0.115295930329928,0.4317320495749257,0
A,1,1,8,131.71,6.467,7.6,0,0,0,0,1,8,131.71,6.467,7.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.996574193548383,17.996574193548383,0.13560827513788246,0.9924647728129004,0
