player_appearance_id,player_id,fixture_id,date,checkpoint,checkpoint_period,checkpoint_min,position,is_home,formation,minute_in,minute_out,subbed,jersey_number,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after
39720,3520,1165,2025-06-12,H1_30,half_1,30,A,FALSE,3-4-3,1,90,FALSE,10,1,7,154.27,6.761,7.6,0,0,0,0,3,17,287.55,6.903,13.58,0,0,0,0,0
39723,3523,1165,2025-06-12,H1_30,half_1,30,M,FALSE,3-4-3,1,90,FALSE,18,4,7,159.92,7.102,8.81,0,0,0,0,5,14,241.12,6.835,8.81,0,0,0,0,0
39724,3524,1165,2025-06-12,H1_30,half_1,30,M,FALSE,3-4-3,1,78,TRUE,19,1,9,168.77,6.52,7.5,0,0,0,0,1,14,260.93,6.372,7.5,0,0,0,0,0
39695,3499,1165,2025-06-12,H1_45,half_1,45,G,TRUE,4-4-2,1,90,FALSE,1,1,0,10.72,7.95,7.95,0,0,0,0,2,0,25.81,8.035,8.12,0,0,0,0,0
39696,3500,1165,2025-06-12,H1_45,half_1,45,D,TRUE,4-4-2,1,74,TRUE,2,0,2,23.92,6.56,6.9,0,0,0,0,5,18,304.14,6.772,8.59,0,0,0,0,0
39697,3501,1165,2025-06-12,H1_45,half_1,45,D,TRUE,4-4-2,1,90,FALSE,3,0,0,0,0,0,0,0,0,0,3,16,245.17,6.685,9.27,1,1,1,1,0
39698,3502,1165,2025-06-12,H1_45,half_1,45,D,TRUE,4-4-2,1,90,FALSE,4,0,1,11.44,6.4,6.4,0,0,0,0,1,11,149.44,6.412,8.94,0,0,0,0,0
39699,3503,1165,2025-06-12,H1_45,half_1,45,D,TRUE,4-4-2,1,90,FALSE,5,3,4,86.7,6.983,8.59,0,0,0,0,6,15,261.91,6.754,8.59,0,0,0,0,0
39700,3504,1165,2025-06-12,H1_45,half_1,45,M,TRUE,4-4-2,1,90,FALSE,6,0,2,42.17,6.235,6.51,0,0,0,0,1,23,439.01,6.437,7.17,0,0,0,0,0
39702,3506,1165,2025-06-12,H1_45,half_1,45,A,TRUE,4-4-2,1,64,TRUE,9,0,1,5.13,5.62,5.62,0,0,0,0,3,10,150.37,6.712,8.78,2,2,2,2,0
39703,3507,1165,2025-06-12,H1_45,half_1,45,A,TRUE,4-4-2,1,86,TRUE,10,1,6,79.1,6.5,7.21,1,1,1,0,2,15,193.22,6.461,7.34,2,2,2,1,1
39706,3509,1165,2025-06-12,H1_45,half_1,45,M,TRUE,4-4-2,1,64,TRUE,17,1,6,80.9,6.756,7.39,0,0,0,0,6,20,362.34,6.906,8.95,1,0,1,1,0
39707,3510,1165,2025-06-12,H1_45,half_1,45,M,TRUE,4-4-2,1,90,FALSE,18,0,6,49.38,6.032,6.42,0,0,0,0,1,29,368,6.332,8.4,0,0,0,0,0
39709,3512,1165,2025-06-12,H1_45,half_1,45,M,TRUE,4-4-2,1,74,TRUE,20,1,5,74.84,6.803,7.46,1,0,0,1,5,24,334.71,6.67,8.65,3,0,2,3,0
39711,2898,1165,2025-06-12,H1_45,half_1,45,G,FALSE,3-4-3,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,1,12.9,7.26,7.26,0,0,0,0,0
39712,3513,1165,2025-06-12,H1_45,half_1,45,M,FALSE,3-4-3,1,90,FALSE,2,0,6,54.55,6.052,6.55,0,0,0,0,3,20,245.36,6.427,7.87,0,0,0,0,0
39713,3514,1165,2025-06-12,H1_45,half_1,45,D,FALSE,3-4-3,1,90,FALSE,3,1,1,11.65,6.5,7.32,0,0,0,0,3,12,159.65,6.731,9.15,0,0,0,0,0
39715,3516,1165,2025-06-12,H1_45,half_1,45,D,FALSE,3-4-3,1,83,TRUE,5,1,3,42.33,7.335,9.77,0,0,0,0,5,15,196.83,7.019,9.77,0,0,0,0,0
39716,3517,1165,2025-06-12,H1_45,half_1,45,D,FALSE,3-4-3,1,90,FALSE,6,0,4,48.45,6.145,6.34,0,0,0,0,1,11,122.92,6.749,10.41,0,0,0,0,0
39717,3518,1165,2025-06-12,H1_45,half_1,45,A,FALSE,3-4-3,1,68,TRUE,7,0,3,27.07,6.367,6.71,0,0,0,0,3,17,267.94,6.548,8.31,1,1,1,1,0
39718,2837,1165,2025-06-12,H1_45,half_1,45,M,FALSE,3-4-3,1,90,FALSE,8,0,5,58.55,5.946,6.27,0,0,0,0,2,22,308.14,6.27,7.5,0,0,0,0,0
39719,3519,1165,2025-06-12,H1_45,half_1,45,A,FALSE,3-4-3,1,78,TRUE,9,2,2,59.81,7.78,9.07,1,0,1,1,6,23,313.85,6.802,9.07,3,1,3,2,0
39720,3520,1165,2025-06-12,H1_45,half_1,45,A,FALSE,3-4-3,1,90,FALSE,10,1,11,136.07,6.388,7.21,1,1,0,1,4,28,423.63,6.71,13.58,1,1,0,1,0
39723,3523,1165,2025-06-12,H1_45,half_1,45,M,FALSE,3-4-3,1,90,FALSE,18,0,1,5.69,5.78,5.78,1,0,0,1,5,15,246.81,6.782,8.81,1,0,0,1,0
39724,3524,1165,2025-06-12,H1_45,half_1,45,M,FALSE,3-4-3,1,78,TRUE,19,0,6,70.7,6.058,6.8,0,0,0,0,1,20,331.63,6.282,7.5,0,0,0,0,0
39695,3499,1165,2025-06-12,H2_15,half_2,15,G,TRUE,4-4-2,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,2,0,25.81,8.035,8.12,0,0,0,0,0
39696,3500,1165,2025-06-12,H2_15,half_2,15,D,TRUE,4-4-2,1,74,TRUE,2,2,6,86.93,6.812,10.32,0,0,0,0,7,24,391.07,6.783,10.32,0,0,0,0,0
39697,3501,1165,2025-06-12,H2_15,half_2,15,D,TRUE,4-4-2,1,90,FALSE,3,3,7,164.21,7.151,8.35,0,0,0,0,6,23,409.38,6.846,9.27,1,1,1,1,0
39698,3502,1165,2025-06-12,H2_15,half_2,15,D,TRUE,4-4-2,1,90,FALSE,4,2,5,75.03,6.856,8.34,0,0,0,0,3,16,224.47,6.575,8.94,0,0,0,0,0
39699,3503,1165,2025-06-12,H2_15,half_2,15,D,TRUE,4-4-2,1,90,FALSE,5,0,4,57.75,6.228,6.63,1,0,0,0,6,19,319.66,6.67,8.59,1,0,0,0,0
39700,3504,1165,2025-06-12,H2_15,half_2,15,M,TRUE,4-4-2,1,90,FALSE,6,0,3,59.5,6.353,7.04,0,0,0,0,1,26,498.51,6.427,7.17,0,0,0,0,0
39702,3506,1165,2025-06-12,H2_15,half_2,15,A,TRUE,4-4-2,1,64,TRUE,9,3,9,107.66,6.658,7.65,1,0,1,1,6,19,258.04,6.686,8.78,3,2,3,3,0
39703,3507,1165,2025-06-12,H2_15,half_2,15,A,TRUE,4-4-2,1,86,TRUE,10,1,4,68.09,6.9,7.39,1,0,1,1,3,19,261.31,6.56,7.39,3,2,3,2,1
39706,3509,1165,2025-06-12,H2_15,half_2,15,M,TRUE,4-4-2,1,64,TRUE,17,4,11,197.99,6.773,7.92,0,0,0,0,10,31,560.33,6.857,8.95,1,0,1,1,0
39707,3510,1165,2025-06-12,H2_15,half_2,15,M,TRUE,4-4-2,1,90,FALSE,18,4,12,193.82,6.909,7.89,0,0,0,0,5,41,561.82,6.533,8.4,0,0,0,0,0
39709,3512,1165,2025-06-12,H2_15,half_2,15,M,TRUE,4-4-2,1,74,TRUE,20,3,11,179.35,6.636,7.96,0,0,0,0,8,35,514.06,6.659,8.65,3,0,2,3,0
39711,2898,1165,2025-06-12,H2_15,half_2,15,G,FALSE,3-4-3,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,1,12.9,7.26,7.26,0,0,0,0,0
39712,3513,1165,2025-06-12,H2_15,half_2,15,M,FALSE,3-4-3,1,90,FALSE,2,1,11,182.16,6.62,8.31,0,0,0,0,4,31,427.52,6.493,8.31,0,0,0,0,0
39713,3514,1165,2025-06-12,H2_15,half_2,15,D,FALSE,3-4-3,1,90,FALSE,3,3,9,127.55,6.679,8.3,0,0,0,0,6,21,287.21,6.708,9.15,0,0,0,0,0
39715,3516,1165,2025-06-12,H2_15,half_2,15,D,FALSE,3-4-3,1,83,TRUE,5,2,4,66.57,6.868,7.64,0,0,0,0,7,19,263.41,6.984,9.77,0,0,0,0,0
39716,3517,1165,2025-06-12,H2_15,half_2,15,D,FALSE,3-4-3,1,90,FALSE,6,1,4,70.4,6.606,7.93,0,0,0,0,2,15,193.32,6.707,10.41,0,0,0,0,0
39717,3518,1165,2025-06-12,H2_15,half_2,15,A,FALSE,3-4-3,1,68,TRUE,7,2,11,170.5,6.588,7.68,0,0,0,0,5,28,438.44,6.564,8.31,1,1,1,1,0
39718,2837,1165,2025-06-12,H2_15,half_2,15,M,FALSE,3-4-3,1,90,FALSE,8,1,10,143.1,6.658,8.08,0,0,0,0,3,32,451.24,6.392,8.08,0,0,0,0,0
39719,3519,1165,2025-06-12,H2_15,half_2,15,A,FALSE,3-4-3,1,78,TRUE,9,1,7,128.29,6.854,7.32,0,0,0,0,7,30,442.14,6.814,9.07,3,1,3,2,0
39720,3520,1165,2025-06-12,H2_15,half_2,15,A,FALSE,3-4-3,1,90,FALSE,10,1,8,96.75,6.533,7.48,0,0,0,0,5,36,520.37,6.671,13.58,1,1,0,1,0
39723,3523,1165,2025-06-12,H2_15,half_2,15,M,FALSE,3-4-3,1,90,FALSE,18,3,7,112.22,6.527,8.19,0,0,0,0,8,22,359.04,6.697,8.81,1,0,0,1,0
39724,3524,1165,2025-06-12,H2_15,half_2,15,M,FALSE,3-4-3,1,78,TRUE,19,1,8,152.99,6.553,7.83,0,0,0,0,2,28,484.61,6.364,7.83,0,0,0,0,0
39695,3499,1165,2025-06-12,H2_30,half_2,30,G,TRUE,4-4-2,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,2,0,25.81,8.035,8.12,0,0,0,0,0
39697,3501,1165,2025-06-12,H2_30,half_2,30,D,TRUE,4-4-2,1,90,FALSE,3,1,6,99.87,6.713,8.1,0,0,0,0,7,29,509.25,6.82,9.27,1,1,1,1,0
39698,3502,1165,2025-06-12,H2_30,half_2,30,D,TRUE,4-4-2,1,90,FALSE,4,1,1,15.71,6.77,7.75,0,0,0,0,4,17,240.18,6.594,8.94,0,0,0,0,0
39699,3503,1165,2025-06-12,H2_30,half_2,30,D,TRUE,4-4-2,1,90,FALSE,5,1,0,35.12,9.92,9.92,0,0,0,0,7,19,354.78,6.795,9.92,1,0,0,0,0
39700,3504,1165,2025-06-12,H2_30,half_2,30,M,TRUE,4-4-2,1,90,FALSE,6,0,7,79.33,5.99,6.33,0,0,0,0,1,33,577.84,6.337,7.17,0,0,0,0,0
39701,3505,1165,2025-06-12,H2_30,half_2,30,M,TRUE,4-4-2,64,90,FALSE,7,2,6,129.28,6.748,8.22,0,0,0,0,2,6,129.28,6.748,8.22,0,0,0,0,0
39703,3507,1165,2025-06-12,H2_30,half_2,30,A,TRUE,4-4-2,1,86,TRUE,10,1,8,126.17,6.69,7.75,0,0,0,0,4,27,387.47,6.598,7.75,3,2,3,2,1
39704,3508,1165,2025-06-12,H2_30,half_2,30,M,TRUE,4-4-2,74,90,FALSE,11,1,2,36.69,7.313,8.11,0,0,0,0,1,2,36.69,7.313,8.11,0,0,0,0,0
39705,3049,1165,2025-06-12,H2_30,half_2,30,D,TRUE,4-4-2,74,90,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39707,3510,1165,2025-06-12,H2_30,half_2,30,M,TRUE,4-4-2,1,90,FALSE,18,1,11,152.03,6.55,7.35,0,0,0,0,6,52,713.85,6.536,8.4,0,0,0,0,0
39708,3511,1165,2025-06-12,H2_30,half_2,30,M,TRUE,4-4-2,64,90,FALSE,19,5,12,215.98,7.05,8.29,1,1,1,1,5,12,215.98,7.05,8.29,1,1,1,1,0
39711,2898,1165,2025-06-12,H2_30,half_2,30,G,FALSE,3-4-3,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,1,12.9,7.26,7.26,0,0,0,0,0
39712,3513,1165,2025-06-12,H2_30,half_2,30,M,FALSE,3-4-3,1,90,FALSE,2,2,5,86.28,6.947,8.8,0,0,0,0,6,36,513.8,6.569,8.8,0,0,0,0,0
39713,3514,1165,2025-06-12,H2_30,half_2,30,D,FALSE,3-4-3,1,90,FALSE,3,2,5,75.29,6.867,8.7,0,0,0,0,8,26,362.5,6.741,9.15,0,0,0,0,0
39715,3516,1165,2025-06-12,H2_30,half_2,30,D,FALSE,3-4-3,1,83,TRUE,5,1,4,64.36,6.718,7.85,0,0,0,0,8,23,327.77,6.941,9.77,0,0,0,0,0
39716,3517,1165,2025-06-12,H2_30,half_2,30,D,FALSE,3-4-3,1,90,FALSE,6,1,6,82.37,6.719,7.16,0,0,0,0,3,21,275.68,6.71,10.41,0,0,0,0,0
39718,2837,1165,2025-06-12,H2_30,half_2,30,M,FALSE,3-4-3,1,90,FALSE,8,3,10,153.36,6.818,7.97,0,0,0,0,6,42,604.59,6.508,8.08,0,0,0,0,0
39719,3519,1165,2025-06-12,H2_30,half_2,30,A,FALSE,3-4-3,1,78,TRUE,9,1,5,87.33,7.003,9.5,0,0,0,0,8,35,529.47,6.84,9.5,3,1,3,2,0
39720,3520,1165,2025-06-12,H2_30,half_2,30,A,FALSE,3-4-3,1,90,FALSE,10,0,10,153.48,6.275,6.91,0,0,0,0,5,46,673.86,6.594,13.58,1,1,0,1,0
39721,3521,1165,2025-06-12,H2_30,half_2,30,A,FALSE,3-4-3,68,90,FALSE,11,1,5,91.29,6.883,8.85,0,0,0,0,1,5,91.29,6.883,8.85,0,0,0,0,0
39723,3523,1165,2025-06-12,H2_30,half_2,30,M,FALSE,3-4-3,1,90,FALSE,18,5,11,179.13,6.977,7.89,0,0,0,0,13,33,538.17,6.795,8.81,1,0,0,1,0
39724,3524,1165,2025-06-12,H2_30,half_2,30,M,FALSE,3-4-3,1,78,TRUE,19,1,10,159.09,6.526,7.54,0,0,0,0,3,38,643.7,6.407,7.83,0,0,0,0,0
39742,3542,1166,2025-06-12,H1_15,half_1,15,M,TRUE,3-4-3,1,90,FALSE,4,2,7,158.29,6.947,8.72,0,0,0,0,2,7,158.29,6.947,8.72,0,0,0,0,0
39743,3543,1166,2025-06-12,H1_15,half_1,15,D,TRUE,3-4-3,1,90,FALSE,5,0,4,40.75,6.102,6.4,0,0,0,0,0,4,40.75,6.102,6.4,0,0,0,0,0
39744,3544,1166,2025-06-12,H1_15,half_1,15,M,TRUE,3-4-3,1,87,TRUE,6,1,4,91.76,6.938,8.1,0,0,0,0,1,4,91.76,6.938,8.1,0,0,0,0,0
39745,3545,1166,2025-06-12,H1_15,half_1,15,A,TRUE,3-4-3,1,64,TRUE,7,1,3,51.62,7.015,7.49,0,0,0,0,1,3,51.62,7.015,7.49,0,0,0,0,1
39746,1154,1166,2025-06-12,H1_15,half_1,15,A,TRUE,3-4-3,1,90,FALSE,9,1,12,155.89,6.62,7.47,0,0,0,0,1,12,155.89,6.62,7.47,0,0,0,0,0
39749,3548,1166,2025-06-12,H1_15,half_1,15,A,TRUE,3-4-3,1,81,TRUE,13,2,12,168.41,6.609,7.73,0,0,0,0,2,12,168.41,6.609,7.73,0,0,0,0,0
39750,3549,1166,2025-06-12,H1_15,half_1,15,M,TRUE,3-4-3,1,81,TRUE,14,2,11,164.09,6.652,7.96,0,0,0,0,2,11,164.09,6.652,7.96,0,0,0,0,0
39751,3550,1166,2025-06-12,H1_15,half_1,15,G,TRUE,3-4-3,1,90,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39752,2027,1166,2025-06-12,H1_15,half_1,15,D,TRUE,3-4-3,1,90,FALSE,18,1,6,112.37,6.68,7.52,0,0,0,0,1,6,112.37,6.68,7.52,0,0,0,0,0
39753,3551,1166,2025-06-12,H1_15,half_1,15,D,TRUE,3-4-3,1,90,FALSE,19,2,7,90.17,6.56,7.78,0,0,0,0,2,7,90.17,6.56,7.78,0,0,0,0,0
39756,3554,1166,2025-06-12,H1_15,half_1,15,M,TRUE,3-4-3,1,86,TRUE,22,3,8,128.65,6.754,8.72,0,0,0,0,3,8,128.65,6.754,8.72,0,0,0,0,0
39757,3555,1166,2025-06-12,H1_15,half_1,15,G,FALSE,4-2-3-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39758,1377,1166,2025-06-12,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,2,2,14,172.61,6.5,8.27,1,1,1,1,2,14,172.61,6.5,8.27,1,1,1,1,0
39759,3556,1166,2025-06-12,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,4,0,4,64.21,6.355,7.13,0,0,0,0,0,4,64.21,6.355,7.13,0,0,0,0,0
39760,3557,1166,2025-06-12,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,5,0,2,16.97,5.895,6.1,0,0,0,0,0,2,16.97,5.895,6.1,0,0,0,0,1
39762,1310,1166,2025-06-12,H1_15,half_1,15,M,FALSE,4-2-3-1,1,84,TRUE,8,1,8,125.25,6.676,7.79,0,0,0,0,1,8,125.25,6.676,7.79,0,0,0,0,0
39763,3559,1166,2025-06-12,H1_15,half_1,15,A,FALSE,4-2-3-1,1,69,TRUE,9,3,14,192.21,6.669,7.47,0,0,0,0,3,14,192.21,6.669,7.47,0,0,0,0,1
39764,3560,1166,2025-06-12,H1_15,half_1,15,M,FALSE,4-2-3-1,1,69,TRUE,10,2,4,130.88,7.377,8.96,0,0,0,0,2,4,130.88,7.377,8.96,0,0,0,0,0
39765,1352,1166,2025-06-12,H1_15,half_1,15,M,FALSE,4-2-3-1,1,78,TRUE,11,4,11,192.69,6.75,8.5,1,1,1,1,4,11,192.69,6.75,8.5,1,1,1,1,0
39766,3561,1166,2025-06-12,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,14,1,4,44.96,6.294,8.11,0,0,0,0,1,4,44.96,6.294,8.11,0,0,0,0,0
39769,3564,1166,2025-06-12,H1_15,half_1,15,M,FALSE,4-2-3-1,1,90,FALSE,19,4,10,129.24,6.864,7.81,0,0,0,0,4,10,129.24,6.864,7.81,0,0,0,0,1
39770,1393,1166,2025-06-12,H1_15,half_1,15,M,FALSE,4-2-3-1,1,84,TRUE,20,3,15,256.13,6.524,7.79,0,0,0,0,3,15,256.13,6.524,7.79,0,0,0,0,0
39742,3542,1166,2025-06-12,H1_30,half_1,30,M,TRUE,3-4-3,1,90,FALSE,4,2,8,155.54,6.976,7.94,0,0,0,0,4,15,313.83,6.962,8.72,0,0,0,0,0
39743,3543,1166,2025-06-12,H1_30,half_1,30,D,TRUE,3-4-3,1,90,FALSE,5,1,1,66.02,7.35,8.93,1,1,1,1,1,5,106.77,6.518,8.93,1,1,1,1,0
39744,3544,1166,2025-06-12,H1_30,half_1,30,M,TRUE,3-4-3,1,87,TRUE,6,1,4,53.89,6.502,7.21,1,0,1,1,2,8,145.65,6.72,8.1,1,0,1,1,0
39745,3545,1166,2025-06-12,H1_30,half_1,30,A,TRUE,3-4-3,1,64,TRUE,7,1,4,65.48,6.81,8.48,0,0,0,0,2,7,117.1,6.901,8.48,0,0,0,0,1
39746,1154,1166,2025-06-12,H1_30,half_1,30,A,TRUE,3-4-3,1,90,FALSE,9,3,6,124,7.176,10.35,1,0,1,1,4,18,279.89,6.847,10.35,1,0,1,1,0
39749,3548,1166,2025-06-12,H1_30,half_1,30,A,TRUE,3-4-3,1,81,TRUE,13,3,6,120.08,7.052,9.3,0,0,0,0,5,18,288.5,6.782,9.3,0,0,0,0,0
39750,3549,1166,2025-06-12,H1_30,half_1,30,M,TRUE,3-4-3,1,81,TRUE,14,3,8,171.1,6.748,7.53,0,0,0,0,5,19,335.19,6.696,7.96,0,0,0,0,0
39751,3550,1166,2025-06-12,H1_30,half_1,30,G,TRUE,3-4-3,1,90,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39752,2027,1166,2025-06-12,H1_30,half_1,30,D,TRUE,3-4-3,1,90,FALSE,18,1,5,78.11,6.72,7.39,0,0,0,0,2,11,190.48,6.698,7.52,0,0,0,0,0
39753,3551,1166,2025-06-12,H1_30,half_1,30,D,TRUE,3-4-3,1,90,FALSE,19,0,4,76.27,6.075,6.95,0,0,0,0,2,11,166.45,6.411,7.78,0,0,0,0,0
39756,3554,1166,2025-06-12,H1_30,half_1,30,M,TRUE,3-4-3,1,86,TRUE,22,1,10,163.48,6.525,7.51,0,0,0,0,4,18,292.13,6.639,8.72,0,0,0,0,0
39757,3555,1166,2025-06-12,H1_30,half_1,30,G,FALSE,4-2-3-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39758,1377,1166,2025-06-12,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,2,3,8,150.93,6.764,7.9,0,0,0,0,5,22,323.55,6.607,8.27,1,1,1,1,0
39759,3556,1166,2025-06-12,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,4,1,3,41.08,6.365,7.79,0,0,0,0,1,7,105.29,6.36,7.79,0,0,0,0,0
39760,3557,1166,2025-06-12,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,5,0,3,28.54,5.913,6.33,0,0,0,0,0,5,45.51,5.906,6.33,0,0,0,0,1
39762,1310,1166,2025-06-12,H1_30,half_1,30,M,FALSE,4-2-3-1,1,84,TRUE,8,0,6,77.06,5.91,6.01,0,0,0,0,1,14,202.31,6.369,7.79,0,0,0,0,0
39763,3559,1166,2025-06-12,H1_30,half_1,30,A,FALSE,4-2-3-1,1,69,TRUE,9,5,8,144.71,6.947,8.57,0,0,0,0,8,22,336.93,6.789,8.57,0,0,0,0,1
39764,3560,1166,2025-06-12,H1_30,half_1,30,M,FALSE,4-2-3-1,1,69,TRUE,10,1,8,99.83,6.423,7.25,0,0,0,0,3,12,230.72,6.805,8.96,0,0,0,0,0
39765,1352,1166,2025-06-12,H1_30,half_1,30,M,FALSE,4-2-3-1,1,78,TRUE,11,2,8,121.69,6.553,7.6,0,0,0,0,6,19,314.38,6.671,8.5,1,1,1,1,0
39766,3561,1166,2025-06-12,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,14,4,7,137.25,7.021,9.77,0,0,0,0,5,11,182.21,6.794,9.77,0,0,0,0,0
39769,3564,1166,2025-06-12,H1_30,half_1,30,M,FALSE,4-2-3-1,1,90,FALSE,19,2,5,108.69,6.914,8.93,0,0,0,0,6,15,237.93,6.881,8.93,0,0,0,0,1
39770,1393,1166,2025-06-12,H1_30,half_1,30,M,FALSE,4-2-3-1,1,84,TRUE,20,0,11,164.99,6.169,7.13,0,0,0,0,3,26,421.12,6.39,7.79,0,0,0,0,0
39742,3542,1166,2025-06-12,H1_45,half_1,45,M,TRUE,3-4-3,1,90,FALSE,4,0,6,89.56,6.375,6.82,0,0,0,0,4,21,403.39,6.821,8.72,0,0,0,0,0
39743,3543,1166,2025-06-12,H1_45,half_1,45,D,TRUE,3-4-3,1,90,FALSE,5,1,4,72.06,6.974,7.52,0,0,0,0,2,9,178.83,6.725,8.93,1,1,1,1,0
39744,3544,1166,2025-06-12,H1_45,half_1,45,M,TRUE,3-4-3,1,87,TRUE,6,2,7,109.14,6.6,8,0,0,0,0,4,15,254.78,6.663,8.1,1,0,1,1,0
39745,3545,1166,2025-06-12,H1_45,half_1,45,A,TRUE,3-4-3,1,64,TRUE,7,2,14,177.51,6.491,7.71,0,0,0,0,4,21,294.61,6.639,8.48,0,0,0,0,1
39746,1154,1166,2025-06-12,H1_45,half_1,45,A,TRUE,3-4-3,1,90,FALSE,9,2,9,181.49,6.713,8.66,0,0,0,0,6,27,461.37,6.802,10.35,1,0,1,1,0
39749,3548,1166,2025-06-12,H1_45,half_1,45,A,TRUE,3-4-3,1,81,TRUE,13,4,12,292.3,7.126,9.79,0,0,0,0,9,30,580.79,6.923,9.79,0,0,0,0,0
39750,3549,1166,2025-06-12,H1_45,half_1,45,M,TRUE,3-4-3,1,81,TRUE,14,4,11,187.11,6.845,8.3,0,0,0,0,9,30,522.3,6.754,8.3,0,0,0,0,0
39751,3550,1166,2025-06-12,H1_45,half_1,45,G,TRUE,3-4-3,1,90,FALSE,16,0,1,10.02,6.88,6.88,0,0,0,0,0,1,10.02,6.88,6.88,0,0,0,0,0
39752,2027,1166,2025-06-12,H1_45,half_1,45,D,TRUE,3-4-3,1,90,FALSE,18,2,5,79.51,6.984,8.38,0,0,0,0,4,16,269.99,6.798,8.38,0,0,0,0,0
39753,3551,1166,2025-06-12,H1_45,half_1,45,D,TRUE,3-4-3,1,90,FALSE,19,2,5,122.16,7.141,9.04,0,0,0,0,4,16,288.6,6.666,9.04,0,0,0,0,0
39756,3554,1166,2025-06-12,H1_45,half_1,45,M,TRUE,3-4-3,1,86,TRUE,22,1,8,141.63,6.553,7.66,0,0,0,0,5,26,433.75,6.614,8.72,0,0,0,0,0
39757,3555,1166,2025-06-12,H1_45,half_1,45,G,FALSE,4-2-3-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39758,1377,1166,2025-06-12,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,2,5,16,276.66,7.021,8.4,0,0,0,0,10,38,600.21,6.788,8.4,1,1,1,1,0
39759,3556,1166,2025-06-12,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,4,2,10,148.88,6.753,7.54,0,0,0,0,3,17,254.17,6.596,7.79,0,0,0,0,0
39760,3557,1166,2025-06-12,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,5,2,4,72.73,6.79,8.02,0,0,0,0,2,9,118.24,6.388,8.02,0,0,0,0,1
39762,1310,1166,2025-06-12,H1_45,half_1,45,M,FALSE,4-2-3-1,1,84,TRUE,8,2,12,174.76,6.213,7.64,0,0,0,0,3,26,377.06,6.294,7.79,0,0,0,0,0
39763,3559,1166,2025-06-12,H1_45,half_1,45,A,FALSE,4-2-3-1,1,69,TRUE,9,1,11,133.08,6.425,7.16,0,0,0,0,9,33,470,6.685,8.57,0,0,0,0,1
39764,3560,1166,2025-06-12,H1_45,half_1,45,M,FALSE,4-2-3-1,1,69,TRUE,10,3,6,160.01,7.187,8.74,0,0,0,0,6,18,390.73,6.948,8.96,0,0,0,0,0
39765,1352,1166,2025-06-12,H1_45,half_1,45,M,FALSE,4-2-3-1,1,78,TRUE,11,3,6,143.27,7.16,8.83,0,0,0,0,9,25,457.66,6.801,8.83,1,1,1,1,0
39766,3561,1166,2025-06-12,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,14,3,9,209.02,6.867,9.1,0,0,0,0,8,20,391.23,6.825,9.77,0,0,0,0,0
39769,3564,1166,2025-06-12,H1_45,half_1,45,M,FALSE,4-2-3-1,1,90,FALSE,19,1,5,94.84,6.767,7.34,1,1,0,1,7,20,332.77,6.856,8.93,1,1,0,1,0
39770,1393,1166,2025-06-12,H1_45,half_1,45,M,FALSE,4-2-3-1,1,84,TRUE,20,0,8,139.07,6.358,6.92,1,1,1,1,3,34,560.19,6.383,7.79,1,1,1,1,0
39742,3542,1166,2025-06-12,H2_15,half_2,15,M,TRUE,3-4-3,1,90,FALSE,4,5,13,282.38,7.066,8.25,0,0,0,0,9,34,685.77,6.923,8.72,0,0,0,0,0
